AÑO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,CABECERA_MUNICIPAL,COD_CENTRO_POBLADO,CENTRO_POBLADO,COBERTURA_2G,COBERTURA_3G,COBERTURA_HSPA_HSPA_DC,COBERTURA_4G,COBERTURA_LTE,COBERTURA_5G,ESTRATO_PROMEDIO,INGRESO_PROMEDIO_HOGAR,TASA_POBREZA,INDICE_NBI,TASA_DESEMPLEO,TASA_ELECTRIFICACION,PCT_HOGARES_INTERNET,ALTITUD_MSNM,PRECIPITACION_MEDIA,INV_PUBLICA_PER_CAPITA,NOMBRE_PROVEEDOR_COMERCIAL
2021,1,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25099,BOJACÁ,SÍ,25099000,BOJACÁ,NO,SÍ,SÍ,SÍ,NO,NO,3,3143394,17.62,13.97,8.14,86.96,74.85,986,1784.5,896787,TIGO COLOMBIA
2021,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23001,MONTERÍA,NO,23001008,LAS PALOMAS,NO,NO,NO,SÍ,NO,NO,3,1311083,23.31,7.02,11.24,80.43,62.99,3118,871.4,1247417,TIGO COLOMBIA
2021,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20175,CHIMICHAGUA,NO,20175004,CANDELARIA,SÍ,SÍ,SÍ,NO,SÍ,NO,4,1812384,11.1,10.69,10.35,81.84,57.14,760,2910.3,804364,CLARO COLOMBIA
2021,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5113,BURITICÁ,NO,5113008,LA MARIELA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1666964,39.16,30.31,18.68,93.62,40.17,1036,3925.3,1394876,CLARO COLOMBIA
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19142,CALOTO,NO,19142051,MORALES,NO,NO,NO,NO,NO,NO,2,849104,52.11,39.43,5.6,97.59,68.21,906,3043.1,260786,CLARO COLOMBIA
2021,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19130,CAJIBÍO,NO,19130018,EL COFRE,SÍ,NO,NO,NO,NO,NO,3,3856277,37.45,47.32,12.68,90.28,88.49,1403,3750.6,641486,CLARO COLOMBIA
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76869,VIJES,SÍ,76869000,VIJES,SÍ,SÍ,SÍ,SÍ,NO,NO,3,1663663,20.96,5.71,15.21,90.78,79.54,364,3315.1,429095,MOVISTAR COLOMBIA
2021,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13430,MAGANGUÉ,SÍ,13430000,MAGANGUÉ,SÍ,SÍ,SÍ,SÍ,NO,NO,5,5558982,11.68,28.52,18.98,85.1,33.6,1244,1070.9,1019156,CLARO COLOMBIA
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,NO,68720005,SAN JUAN DE LA VERDE,SÍ,NO,NO,NO,NO,NO,4,5200072,20.73,26.19,14.31,95.36,52.57,2120,1372.2,1585417,CLARO COLOMBIA
2021,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41357,IQUIRA,NO,41357004,VALENCIA LA PAZ,SÍ,SÍ,SÍ,NO,NO,NO,3,2006861,30.81,34.52,17.06,95.04,85.53,1648,1696.5,1407042,CLARO COLOMBIA
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25288,FÚQUENE,SÍ,25288000,FÚQUENE,NO,NO,NO,SÍ,NO,NO,2,5765452,47.98,30.18,6.26,91.77,60.18,1069,1088.9,1627774,MOVISTAR COLOMBIA
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19075,BALBOA,SÍ,19075000,BALBOA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3919612,19.39,35.92,10.79,84.25,69.73,273,2535.8,1691604,MOVISTAR COLOMBIA
2021,2,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68524,PALMAS DEL SOCORRO,SÍ,68524000,PALMAS DEL SOCORRO,SÍ,SÍ,SÍ,SÍ,NO,NO,3,3691005,45.99,34.61,10.61,81.94,84.76,2255,3914.1,1414530,TIGO COLOMBIA
2021,3,PARTNERS TELECOM COLOMBIA SAS,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,NO,0,SIN CENTRO POBLADO,NO,NO,NO,SÍ,NO,NO,4,5736600,53.35,10.27,18.29,81.28,82.43,1952,3165.1,1010175,WOM COLOMBIA
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73555,PLANADAS,NO,73555002,GAITANIA,SÍ,SÍ,NO,NO,NO,NO,2,5536319,32.7,40.99,7.27,91.85,60.11,1884,1981.9,1034073,MOVISTAR COLOMBIA
2021,2,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8141,CANDELARIA,NO,8141001,SAN JOSÉ DEL CARRETAL,SÍ,SÍ,SÍ,NO,NO,NO,5,1057681,51.07,10.55,7.28,96.5,56.26,123,515.8,1406884,CLARO COLOMBIA
2021,1,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47258,EL PIÑON,NO,47258010,LOS PATOS,NO,NO,NO,SÍ,NO,NO,2,894018,37.73,36.43,9.93,97.17,50.38,3081,1596.5,1248431,WOM COLOMBIA
2021,2,PARTNERS TELECOM COLOMBIA SAS,73,TOLIMA,73504,ORTEGA,SÍ,73504000,ORTEGA,NO,SÍ,SÍ,SÍ,NO,NO,1,2798197,41.85,23.73,5.82,89.27,73.14,1352,2343.7,834480,WOM COLOMBIA
2021,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,NO,23001044,LA FLORIDA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,2854780,36.31,28.12,7.74,95.69,47.22,2590,1634.9,1961791,CLARO COLOMBIA
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47703,SAN ZENÓN,NO,47703009,EL HORNO,SÍ,NO,NO,NO,NO,NO,4,4239782,33.16,45.65,19.48,98.94,44.99,1691,888.6,221701,MOVISTAR COLOMBIA
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,68,SANTANDER,68077,BARBOSA,SÍ,68077000,BARBOSA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,5223408,21.73,45.04,11.42,85.5,51.37,2107,2049.7,592281,ETB
2022,3,COLOMBIA MOVIL  S.A ESP,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,NO,27250034,TORDÓ,NO,NO,NO,SÍ,NO,NO,4,2851531,10.79,18.64,17.27,92.64,53.88,1869,999.9,1487828,TIGO COLOMBIA
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5495,NECHÍ,NO,5495003,LA CONCHA,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3592427,27.05,18.05,12.65,94.52,85.89,750,2935.6,536282,MOVISTAR COLOMBIA
2022,3,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70508,OVEJAS,NO,70508006,DON GABRIEL,NO,NO,NO,SÍ,NO,NO,3,3720803,50.94,30.35,16.04,87.34,50.29,626,1076.0,326301,TIGO COLOMBIA
2022,4,AVANTEL S.A.S,73,TOLIMA,73043,ANZOÁTEGUI,SÍ,73043000,ANZOÁTEGUI,SÍ,SÍ,SÍ,NO,NO,NO,5,4157679,40.16,10.4,12.69,82.94,84.83,1629,3137.9,1057508,AVANTEL
2022,2,COMUNICACION CELULAR S A COMCEL S A,50,META,50150,CASTILLA LA NUEVA,NO,50150001,SAN LORENZO,SÍ,SÍ,SÍ,SÍ,NO,NO,5,5190020,26.86,46.26,18.04,84.13,88.86,994,3888.4,924765,CLARO COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5264,ENTRERRIOS,SÍ,5264000,ENTRERRÍOS,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3481719,55.28,37.43,11.04,86.27,69.71,1583,3228.4,1007651,CLARO COLOMBIA
2022,4,COLOMBIA MOVIL  S.A ESP,20,CESAR,20787,TAMALAMEQUE,NO,20787015,EL DOCE,NO,NO,NO,SÍ,NO,NO,3,1690695,48.63,23.07,19.55,92.72,79.01,702,578.6,1493749,TIGO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,81065,ARAUQUITA,NO,81065007,REINERA (GAVIOTA),SÍ,SÍ,SÍ,NO,NO,NO,3,4994430,23.24,12.14,18.98,87.97,74.97,2509,2599.6,1450417,CLARO COLOMBIA
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,44,LA GUAJIRA,44279,FONSECA,SÍ,44279001,FONSECA,NO,NO,SÍ,NO,SÍ,NO,3,1638761,42.26,44.69,16.12,80.14,71.97,2059,2933.9,1952642,ETB
2022,3,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15172,CHINAVITA,SÍ,15172000,CHINAVITA,NO,SÍ,SÍ,NO,NO,NO,5,1300315,39.79,42.07,9.19,90.47,48.42,1179,3389.1,1011952,WOM COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70001,SINCELEJO,NO,70001020,POLICARPA,SÍ,SÍ,SÍ,NO,NO,NO,4,3214472,30.06,37.48,6.97,98.43,33.43,476,696.0,1959569,CLARO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,NO,0,VERACRUZ,NO,NO,NO,NO,NO,NO,3,2099445,28.35,17.22,17.82,96.24,50.58,2986,2180.4,511249,CLARO COLOMBIA
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25873,VILLAPINZÓN,SÍ,25873000,VILLAPINZÓN,SÍ,SÍ,SÍ,SÍ,NO,NO,5,5735730,27.18,23.11,7.48,96.5,70.02,400,2373.8,1090391,MOVISTAR COLOMBIA
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5086,BELMIRA,SÍ,5086000,BELMIRA,NO,NO,NO,SÍ,NO,NO,2,1298716,40.86,9.62,17.81,95.9,36.15,2855,1091.9,155063,MOVISTAR COLOMBIA
2022,3,PARTNERS TELECOM COLOMBIA SAS,18,CAQUETA,18205,CURILLO,SÍ,18205000,CURILLO,NO,SÍ,SÍ,SÍ,NO,NO,4,3941069,32.12,13.51,12.36,86.47,30.72,2224,1628.6,1960929,WOM COLOMBIA
2022,4,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52490,OLAYA HERRERA,SÍ,52490000,BOCAS DE SATINGA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4121127,51.59,40.24,11.1,95.3,38.38,56,2040.8,643628,TIGO COLOMBIA
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,66,RISARALDA,66001,PEREIRA,NO,66001025,NUEVA SIRIA,SÍ,NO,NO,NO,NO,NO,4,3359272,43.48,37.18,18.55,82.86,72.94,1875,3416.2,687069,MOVISTAR COLOMBIA
2022,1,PARTNERS TELECOM COLOMBIA SAS,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,SÍ,54874000,VILLA DEL ROSARIO,NO,SÍ,SÍ,SÍ,NO,NO,5,3076106,13.5,31.71,14.06,93.15,88.37,447,3752.9,1949909,WOM COLOMBIA
2022,3,COLOMBIA MOVIL  S.A ESP,20,CESAR,20570,PUEBLO BELLO,NO,20570002,LAS MINAS DE IRACAL,NO,SÍ,SÍ,NO,NO,NO,1,2802324,42.01,45.31,13.65,92.83,88.98,202,2699.5,1159214,TIGO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,NO,13468013,LA RINCONADA,SÍ,SÍ,SÍ,NO,NO,NO,4,5127021,23.56,31.25,13.38,80.51,59.64,1656,1882.3,317986,CLARO COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20787,TAMALAMEQUE,SÍ,20787000,TAMALAMEQUE,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4124323,39.64,26.01,10.57,95.76,82.16,737,1389.1,1455044,CLARO COLOMBIA
2022,4,PARTNERS TELECOM COLOMBIA SAS,19,CAUCA,19807,TIMBÍO,SÍ,19807000,TIMBÍO,NO,SÍ,SÍ,NO,NO,NO,5,4751416,44.01,20.32,16.78,98.06,74.21,201,3937.5,1499076,WOM COLOMBIA
2022,4,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85410,TAURAMENA,NO,85410005,PASO CUSIANA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1294592,21.54,47.32,8.79,85.35,60.06,1353,3940.6,321668,CLARO COLOMBIA
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47053,ARACATACA,NO,47053016,EL TIGRE,SÍ,NO,NO,NO,NO,NO,1,4045886,32.84,8.72,19.08,96.25,64.37,2410,3737.4,394786,MOVISTAR COLOMBIA
2022,4,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5250,EL BAGRE,SÍ,5250000,EL BAGRE,NO,SÍ,SÍ,SÍ,NO,NO,1,4654261,19.52,46.89,18.41,81.65,38.23,891,3249.8,615518,TIGO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,NO,66001036,PITAL DE COMBIA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,4378226,12.62,42.2,10.06,92.0,86.26,2501,1640.2,649666,CLARO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76036,ANDALUCÍA,SÍ,76036000,ANDALUCÍA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,2829454,28.92,10.85,15.94,89.71,51.12,2403,3359.5,1985875,CLARO COLOMBIA
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41503,OPORAPA,SÍ,41503001,OPORAPA,SÍ,SÍ,NO,NO,NO,NO,2,3227540,28.15,30.42,13.6,90.92,56.77,215,1930.8,1484406,MOVISTAR COLOMBIA
2022,3,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25524,PANDI,SÍ,25524000,PANDI,NO,SÍ,SÍ,NO,NO,NO,4,2515630,59.77,43.99,10.06,98.52,70.3,3019,1643.7,405019,WOM COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19785,SUCRE,NO,19785008,LA CEJA,NO,NO,NO,NO,NO,NO,4,1118408,32.32,30.73,19.83,97.43,50.03,2602,3107.0,1266747,CLARO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23678,SAN CARLOS,NO,23678008,CALLEMAR,SÍ,SÍ,SÍ,NO,NO,NO,3,1268276,26.68,45.82,5.38,95.7,45.26,2934,778.8,1510781,CLARO COLOMBIA
2022,3,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13433,MAHATES,NO,13433004,SAN BASILIO DE PALENQUE,NO,SÍ,SÍ,SÍ,NO,NO,4,2954697,39.02,47.43,8.79,85.47,67.86,22,670.0,1887665,TIGO COLOMBIA
2022,2,AVANTEL S.A.S,50,META,50370,URIBE,SÍ,50370000,URIBE,SÍ,SÍ,SÍ,NO,NO,NO,4,1311411,14.44,24.01,12.8,98.24,31.5,2202,2067.8,688665,AVANTEL
2022,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76109,BUENAVENTURA,NO,76109046,JUANCHACO,SÍ,SÍ,SÍ,SÍ,NO,NO,1,3722808,58.08,21.98,12.83,81.95,73.24,1209,2059.7,884627,CLARO COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52001,PASTO,SÍ,52001000,SAN JUAN DE PASTO,SÍ,SÍ,SÍ,SÍ,NO,NO,3,3917172,41.75,47.13,13.83,97.07,60.84,2296,3634.8,678979,CLARO COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25612,RICAURTE,SÍ,25612000,RICAURTE,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1684377,47.74,35.38,16.28,86.56,66.35,748,941.5,1138240,CLARO COLOMBIA
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76520,PALMIRA,NO,76520008,BOYACÁ,NO,SÍ,SÍ,SÍ,NO,NO,3,5035042,18.52,10.22,14.35,81.08,67.91,804,931.5,1606095,MOVISTAR COLOMBIA
2022,4,PARTNERS TELECOM COLOMBIA SAS,19,CAUCA,19622,ROSAS,SÍ,19622000,ROSAS,NO,SÍ,SÍ,NO,NO,NO,5,2698739,30.47,6.9,14.0,93.39,61.62,133,1016.1,1602631,WOM COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,NO,20001002,ATANQUEZ,SÍ,SÍ,SÍ,SÍ,NO,NO,1,2029336,31.13,30.41,5.8,84.63,64.95,320,604.1,411207,CLARO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,50,META,50110,BARRANCA DE UPÍA,NO,50110001,SAN IGNACIO,NO,SÍ,SÍ,NO,NO,NO,2,1817433,51.09,46.86,10.65,84.87,71.03,2437,751.1,716070,CLARO COLOMBIA
2022,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5642,SALGAR,SÍ,5642000,SALGAR,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5461029,10.06,42.99,8.48,86.12,75.19,433,2809.5,1932760,TIGO COLOMBIA
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25269,FACATATIVÁ,NO,25269022,SAN ISIDRO,NO,SÍ,NO,SÍ,NO,NO,1,3561089,25.04,35.41,8.98,81.27,73.65,1045,2010.5,178343,MOVISTAR COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15377,LABRANZAGRANDE,SÍ,15377000,LABRANZAGRANDE,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4478086,59.06,11.26,13.32,83.54,82.18,872,3172.6,445215,CLARO COLOMBIA
2022,2,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70001,SINCELEJO,NO,70001007,LA GALLERA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2381530,33.74,16.44,7.99,80.1,41.37,3196,3974.1,1022996,TIGO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19001,POPAYÁN,NO,19001039,PARCELACION ATARDECERES DE LA PRADERA,NO,NO,NO,NO,NO,NO,2,5838497,29.13,44.4,9.41,88.91,54.07,3150,2806.6,745687,CLARO COLOMBIA
2022,3,PARTNERS TELECOM COLOMBIA SAS,41,HUILA,41548,PITAL,SÍ,41548000,PITAL,NO,SÍ,SÍ,SÍ,NO,NO,1,2887258,15.99,13.23,8.56,81.69,86.87,2905,676.6,655645,WOM COLOMBIA
2022,4,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13430,MAGANGUÉ,SÍ,13430000,MAGANGUÉ,NO,SÍ,SÍ,SÍ,NO,NO,2,5292816,58.71,17.53,19.23,93.65,53.8,2098,866.0,1613630,WOM COLOMBIA
2022,2,COLOMBIA MOVIL  S.A ESP,17,CALDAS,17174,CHINCHINÁ,SÍ,17174000,CHINCHINÁ,NO,SÍ,SÍ,SÍ,NO,NO,5,5656447,11.0,10.83,19.17,84.71,37.49,2223,3583.5,1967322,TIGO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25596,QUIPILE,SÍ,25596000,QUIPILE,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3549178,46.86,35.42,14.15,98.87,61.53,2917,2346.2,541913,CLARO COLOMBIA
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25307,GIRARDOT,SÍ,25307000,GIRARDOT,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1796530,48.43,47.48,18.87,97.43,36.57,252,3386.9,694571,MOVISTAR COLOMBIA
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73268,ESPINAL,NO,73268001,CHICORAL,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1571253,22.18,17.1,16.79,85.79,42.17,965,3498.1,159567,MOVISTAR COLOMBIA
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25743,SILVANIA,NO,25743002,AZAFRANAL,SÍ,SÍ,NO,SÍ,NO,NO,4,3401623,43.58,26.39,13.85,95.66,89.9,738,3746.9,409150,MOVISTAR COLOMBIA
2022,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23162,CERETÉ,SÍ,23162000,CERETÉ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,2178246,14.65,33.55,5.1,96.06,62.48,1129,3824.4,337778,TIGO COLOMBIA
2022,1,AVANTEL S.A.S,25,CUNDINAMARCA,25841,UBAQUE,SÍ,25841000,UBAQUE,SÍ,SÍ,SÍ,NO,NO,NO,5,4908997,22.85,49.98,16.59,99.73,47.04,1339,2441.9,1290334,AVANTEL
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25377,LA CALERA,NO,25377010,ALTAMAR,SÍ,SÍ,NO,SÍ,NO,NO,3,3703540,49.4,9.72,15.54,91.96,89.69,301,1693.6,1734470,MOVISTAR COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17050,ARANZAZU,NO,17050012,LA HONDA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,4164695,53.23,27.44,14.23,81.64,87.99,2595,3866.5,1429611,CLARO COLOMBIA
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20517,PAILITAS,NO,20517006,EL BURRO,SÍ,NO,NO,NO,NO,NO,4,4778400,40.42,22.33,16.41,92.94,56.44,1977,2415.9,1593907,MOVISTAR COLOMBIA
2022,2,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73148,CARMEN DE APICALÁ,SÍ,73148000,CARMEN DE APICALÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,2,5377456,35.34,43.96,12.69,92.5,45.62,2763,724.9,726020,TIGO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,NO,25899006,PASOANCHO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5948956,17.97,26.42,15.56,92.77,80.3,2826,2749.7,816079,CLARO COLOMBIA
2022,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,17,CALDAS,17541,PENSILVANIA,SÍ,17541000,PENSILVANIA,NO,NO,NO,NO,NO,NO,2,2991422,13.16,9.99,19.03,86.14,72.94,2315,2556.9,1112968,ETB
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,SÍ,47660000,SAN ÁNGEL,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1845482,15.88,33.55,10.64,97.19,71.22,3057,3635.3,1090534,MOVISTAR COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76834,TULUÁ,SÍ,76834001,TULUÁ,SÍ,SÍ,SÍ,NO,SÍ,NO,4,2095302,21.37,39.69,15.62,99.19,83.59,550,2786.2,1054227,CLARO COLOMBIA
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23182,CHINÚ,NO,23182043,BAJO DE PIEDRA,SÍ,NO,NO,NO,NO,NO,5,4802640,27.08,5.13,12.14,84.35,71.37,1478,1721.7,916309,MOVISTAR COLOMBIA
2022,2,AVANTEL S.A.S,41,HUILA,41668,SAN AGUSTÍN,SÍ,41668000,SAN AGUSTÍN,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1370451,29.05,43.65,15.12,81.76,47.03,1315,3881.8,349465,AVANTEL
2022,4,AVANTEL S.A.S,52,NARIÑO,52720,SAPUYES,SÍ,52720000,SAPUYES,SÍ,SÍ,SÍ,NO,NO,NO,2,819816,27.32,13.37,16.44,83.89,71.63,1587,3305.7,324589,AVANTEL
2022,1,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63190,CIRCASIA,NO,63190020,QUINTAS DEL BOSQUE,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1767344,21.95,29.84,5.68,96.41,48.35,1822,2706.5,638314,CLARO COLOMBIA
2022,3,COLOMBIA MOVIL  S.A ESP,50,META,50226,CUMARAL,NO,50226004,SAN NICOLÁS,NO,NO,NO,SÍ,NO,NO,2,3655059,35.49,23.71,14.7,93.53,75.55,1824,1525.2,1431142,TIGO COLOMBIA
2022,1,PARTNERS TELECOM COLOMBIA SAS,50,META,50287,FUENTE DE ORO,SÍ,50287000,FUENTE DE ORO,NO,SÍ,SÍ,SÍ,NO,NO,2,3212149,51.26,37.38,8.4,92.72,67.18,1164,1807.4,395625,WOM COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17001,MANIZALES,NO,17001022,ALTO BONITO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4152252,23.99,21.7,15.05,88.04,34.64,313,2844.9,733672,CLARO COLOMBIA
2022,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47030,ALGARROBO,NO,47030001,BELLA VISTA,SÍ,SÍ,SÍ,NO,NO,NO,4,4532839,57.12,44.14,12.02,91.56,60.77,183,751.9,1401347,CLARO COLOMBIA
2022,1,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52385,LA LLANADA,SÍ,52385000,LA LLANADA,NO,SÍ,SÍ,NO,NO,NO,1,1838896,53.67,37.87,16.6,86.16,50.6,1687,1398.4,158031,WOM COLOMBIA
2022,4,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76520,PALMIRA,NO,76520025,POTRERILLO,NO,SÍ,SÍ,SÍ,NO,NO,5,4097606,18.09,34.15,6.85,89.54,49.71,712,2998.7,454398,TIGO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25758,SOPÓ,NO,25758009,GRATAMIRA,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3678604,49.31,40.83,14.39,95.86,66.14,2175,2180.1,692520,CLARO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19455,MIRANDA,NO,19455005,ORTIGAL,NO,NO,NO,NO,NO,NO,2,4380893,38.73,38.93,9.18,99.62,49.34,1310,1908.4,1815948,CLARO COLOMBIA
2022,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27050,ATRATO,NO,27050006,SAN JOSÉ DE PURRÉ,NO,NO,NO,NO,NO,NO,5,5127858,38.33,6.62,17.79,98.65,76.61,2747,1030.1,442368,CLARO COLOMBIA
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23660,SAHAGÚN,NO,23660015,AGUAS VIVAS,SÍ,SÍ,SÍ,NO,NO,NO,2,4756602,29.55,22.76,18.93,98.68,34.25,2433,2046.5,516673,CLARO COLOMBIA
